Title,Body,Tags,Answers
Join Stack Overflow,"I’m working on a linear algebra library in C++, and I have a structure similar to a vector that stores a fixed number of elements. I’ve implemented a constructor that accepts astd::initializer_list<T>to initialize the elements, but I’d like to ensure that the length of the list matches the expected length at compile-time, instead of doing it at runtime.Here’s the constructor I currently have:template<nsp_length::length_tL, nsp_concepts::is_numeric T>
vec<L, T>::vec(std::initializer_list<T> init_list) : data_v{std::make_unique<array_type>()}
{assert(init_list.size() == L);// Runtime checkstd::copy(init_list.begin(), init_list.end(), data_v->begin());
}As you can see, I’m currently using an assert for a runtime check to ensure that the number of elements in the list matches L. However, I’d like to perform this check at compile-time to avoid the runtime overhead and make the code more efficient and safe.My question is:
Is there a way to perform this length check on the initializer list at compile-time? I’ve considered using static_assert, but I haven’t found a way to do this with std::initializer_list since its size isn’t known at compile-time.Is there any technique or approach in C++ that would allow me to perform this check at compile-time?","python, javascript, c#, reactjs, java, android, html, flutter, c++, node.js, typescript, css, r, php, angular, next.js, spring-boot, machine-learning, sql, excel, ios, azure, docker, c++, c++",
